"","Estimate","Std. Error","t value","Pr(>|t|)","OR","OR_lci95","OR_uci95"
"MDSMedium",1.06932753194888,0.0754945760610743,14.1642961354443,8.50628541833193e-21,2.9134196594453,2.51270073034651,3.37804419345706
"MDSHigh",1.28505145543502,0.100405207625576,12.7986534346619,8.40831508492942e-19,3.61485395631494,2.96909516601304,4.40106106232783
