"Variable","OR","CI_lower","CI_upper","P_value"
"(Intercept)",0.0575574241878682,0.0497618141199018,0.0665742826650134,5.55589540606183e-45
"MDS1",1.33952098789022,1.22264460795683,1.46756994250101,2.43855587179056e-08
