"","Estimate","Std. Error","t value","Pr(>|t|)","OR","OR_lci95","OR_uci95"
"MDSMedium",1.0344345036265,0.0996772937336123,10.3778349599963,5.15205421640207e-15,2.81351475328796,2.31420683256645,3.42055219765742
"MDSHigh",1.22101174902274,0.1217253209941,10.0308772164332,1.90195470405286e-14,3.39061645170927,2.67093906382396,4.3042089871352
