"Variable","OR","CI_lower","CI_upper","P_value"
"(Intercept)",0.0630627607431214,0.0574656884024727,0.0692049795817472,4.76882051271791e-55
"MDSMedium",1.83887740475199,1.56139202098292,2.16567656569598,4.27948335817395e-10
"MDSHigh",2.18665387063176,1.64826775664058,2.90089709677642,7.18178774947147e-07
